alpha,c_l,c_d,c_m,converged
-38.56,-167.1,0.004047,42.0,0.0
-38.56,-161.1,2.664e-5,40.38,0.0
-38.53,-163.1,0.002079,40.97,0.0
-38.53,-158.2,0.003635,39.62,0.0
-38.53,-167.2,0.002579,42.06,0.0
-38.5,-164.9,0.00466,41.38,0.0
-38.5,-164.2,0.002481,41.22,0.0
-38.5,-174.2,0.001725,43.9,0.0
-38.47,-160.8,0.00551,40.25,0.0
-38.47,-163.5,0.001834,41.0,0.0
-38.47,-157.5,0.00114,39.38,0.0
-38.44,-184.4,0.007687,46.66,0.0
-38.44,-182.2,0.005684,46.06,0.0
-38.44,-169.9,0.001504,42.72,0.0
-38.4,-166.4,5.126e-5,41.72,0.0
-38.4,-164.2,0.002325,41.2,0.0
-38.4,-159.0,0.011154,39.75,0.0
-38.38,-157.8,0.002417,39.44,0.0
-38.38,-157.1,0.010506,39.25,0.0
-38.38,-156.5,0.002766,39.1,0.0
-38.38,-160.5,0.001478,40.12,0.0
-38.34,-157.5,0.002375,39.3,0.0
-38.34,-157.9,0.011024,39.44,0.0
-38.34,-157.5,0.01069,39.3,0.0
-38.3,-158.6,0.01013,39.62,0.0
-38.3,-157.4,0.003311,39.25,0.0
-38.3,-158.8,0.00922,39.66,0.0
-38.28,-157.5,0.002628,39.28,0.0
-38.28,-158.0,0.009056,39.44,0.0
-38.28,-156.9,0.001877,39.12,0.0
-38.25,-160.2,0.011154,40.03,0.0
-38.25,-156.5,0.01019,39.0,0.0
-38.25,-157.1,0.01091,39.2,0.0
-38.22,-157.9,0.011765,39.38,0.0
-38.22,-158.4,0.011505,39.5,0.0
-38.22,-158.5,0.0105,39.53,0.0
-38.2,-156.6,0.001402,39.03,0.0
-38.2,-158.1,0.0112,39.44,0.0
-38.2,-157.9,0.01188,39.34,0.0
-38.16,-157.1,0.010895,39.12,0.0
-38.16,-156.4,0.00205,38.94,0.0
-38.16,-157.1,0.010895,39.12,0.0
-38.12,-156.5,0.0115,38.97,0.0
-38.12,-157.9,0.010796,39.3,0.0
-38.12,-156.4,0.01121,38.94,0.0
-38.12,-158.0,0.00978,39.34,0.0
-38.1,-157.1,0.01147,39.1,0.0
-38.1,-158.4,0.01165,39.44,0.0
-38.1,-156.0,0.01104,38.8,0.0
-38.06,-158.5,0.011,39.47,0.0
-38.06,-156.1,0.01149,38.84,0.0
-38.06,-156.8,0.01126,38.97,0.0
-38.03,-156.0,0.01212,38.78,0.0
-38.03,-156.1,0.01175,38.8,0.0
-38.03,-156.5,0.01106,38.9,0.0
-38.0,-156.9,0.01118,39.03,0.0
-38.0,-156.9,0.00402,39.0,0.0
-38.0,-156.4,0.011475,38.88,0.0
-37.97,-157.2,0.010796,39.1,0.0
-37.97,-157.1,0.01123,39.1,0.0
-37.97,-157.4,0.011,39.12,0.0
-37.94,-156.9,0.01031,39.0,0.0
-37.94,-157.0,0.01079,39.03,0.0
-37.94,-156.9,0.01074,39.0,0.0
-37.9,-156.8,0.01085,38.94,0.0
-37.9,-156.9,0.01006,38.97,0.0
-37.9,-156.8,0.01107,38.94,0.0
-37.88,-156.5,0.01115,38.84,0.0
-37.88,-156.4,0.010735,38.84,0.0
-37.88,-157.2,0.01103,39.03,0.0
-37.88,-155.1,3.88e-5,38.44,0.0
-37.84,-155.2,6.4e-6,38.44,0.0
-37.84,-156.9,0.01082,38.94,0.0
-37.84,-156.1,0.01084,38.72,0.0
-37.8,-156.2,0.0107,38.75,0.0
-37.8,-155.9,0.0107,38.66,0.0
-37.8,-157.4,0.01034,39.06,0.0
-37.78,-157.4,0.011826,39.06,0.0
-37.78,-155.8,0.01083,38.62,0.0
-37.78,-156.1,0.01101,38.72,0.0
-37.75,-155.5,0.01034,38.53,0.0
-37.75,-155.5,0.002823,38.5,0.0
-37.75,-156.0,0.00497,38.62,0.0
-37.72,-155.4,0.01121,38.47,0.0
-37.72,-155.2,0.01075,38.47,0.0
-37.72,-155.1,0.0106,38.44,0.0
-37.7,-155.1,0.01075,38.4,0.0
-37.7,-155.0,0.01047,38.38,0.0
-37.7,-154.9,0.01039,38.34,0.0
-37.66,-155.0,0.01081,38.34,0.0
-37.66,-154.9,0.01125,38.3,0.0
-37.66,-155.2,0.010445,38.44,0.0
-37.62,-154.6,0.01068,38.25,0.0
-37.62,-154.5,0.001922,38.2,0.0
-37.62,-154.9,0.01112,38.3,0.0
-37.62,-155.6,0.01122,38.5,0.0
-37.6,-154.4,0.01124,38.16,0.0
-37.6,-154.9,0.01112,38.3,0.0
-37.6,-154.2,0.010796,38.12,0.0
-37.56,-154.1,0.011055,38.1,0.0
-37.56,-154.0,0.012,38.06,0.0
-37.56,-153.1,5.674e-5,37.75,0.0
-37.53,-153.9,0.01056,38.0,0.0
-37.53,-154.6,0.010574,38.2,0.0
-37.53,-153.8,0.0108,37.97,0.0
-37.5,-153.8,0.01122,37.97,0.0
-37.5,-153.8,0.01116,37.97,0.0
-37.5,-154.5,0.009964,38.16,0.0
-37.47,-153.9,0.01041,37.97,0.0
-37.47,-153.5,0.010864,37.88,0.0
-37.47,-154.0,0.0117,38.0,0.0
-37.44,-153.4,0.01132,37.8,0.0
-37.44,-153.4,0.010864,37.8,0.0
-37.44,-153.6,0.01043,37.9,0.0
-37.4,-154.5,0.01075,38.12,0.0
-37.4,-154.4,0.01036,38.06,0.0
-37.4,-155.8,0.01141,38.44,0.0
-37.38,-154.8,0.01054,38.16,0.0
-37.38,-153.0,0.01022,37.72,0.0
-37.38,-153.6,0.010254,37.88,0.0
-37.38,-153.5,0.00955,37.8,0.0
-37.34,-155.6,0.00724,38.4,0.0
-37.34,-154.4,0.01059,38.03,0.0
-37.34,-154.1,0.011406,37.97,0.0
-37.3,-153.0,0.01016,37.7,0.0
-37.3,-153.0,0.01092,37.7,0.0
-37.3,-153.4,0.010826,37.78,0.0
-37.28,-152.0,0.009926,37.4,0.0
-37.28,-153.1,0.0107,37.7,0.0
-37.28,-152.9,0.011604,37.62,0.0
-37.25,-152.4,0.01054,37.47,0.0
-37.25,-152.2,0.010574,37.44,0.0
-37.25,-153.8,0.010956,37.84,0.0
-37.22,-151.6,0.01066,37.28,0.0
-37.22,-151.4,0.01232,37.22,0.0
-37.22,-152.4,0.00995,37.47,0.0
-37.2,-153.0,0.010994,37.62,0.0
-37.2,-153.1,0.01128,37.66,0.0
-37.2,-151.5,0.01023,37.22,0.0
-37.16,-151.5,0.00978,37.2,0.0
-37.16,-151.5,0.010765,37.22,0.0
-37.16,-151.2,0.01107,37.12,0.0
-37.12,-150.6,0.01282,36.97,0.0
-37.12,-149.9,0.01194,36.78,0.0
-37.12,-149.4,0.01066,36.62,0.0
-37.12,-153.1,0.01057,37.62,0.0
-37.1,-151.4,0.01202,37.16,0.0
-37.1,-151.8,0.01214,37.25,0.0
-37.1,-151.6,0.01094,37.22,0.0
-37.06,-151.1,0.012726,37.1,0.0
-37.06,-151.2,0.01251,37.1,0.0
-37.06,-149.1,0.01181,36.56,0.0
-37.03,-149.4,0.011505,36.6,0.0
-37.03,-149.9,0.012375,36.75,0.0
-37.03,-149.0,0.011246,36.47,0.0
-37.0,-149.1,0.01202,36.53,0.0
-37.0,-148.4,0.013115,36.3,0.0
-37.0,-151.0,0.01159,37.03,0.0
-36.97,-148.1,0.01182,36.25,0.0
-36.97,-148.9,0.012566,36.44,0.0
-36.97,-149.0,0.01376,36.47,0.0
-36.94,-148.5,0.012856,36.3,0.0
-36.94,-149.0,0.01203,36.47,0.0
-36.94,-148.8,0.01034,36.38,0.0
-36.9,-148.0,0.01192,36.2,0.0
-36.9,-148.2,0.01235,36.25,0.0
-36.9,-148.1,0.01284,36.22,0.0
-36.88,-147.2,0.01057,35.97,0.0
-36.88,-147.6,0.012566,36.06,0.0
-36.88,-148.4,0.01175,36.28,0.0
-36.88,-149.2,0.01168,36.5,0.0
-36.84,-148.6,0.01275,36.34,0.0
-36.84,-146.9,0.01127,35.88,0.0
-36.84,-147.4,0.01263,35.97,0.0
-36.8,-146.9,0.002575,35.84,0.0
-36.8,-146.8,0.01101,35.8,0.0
-36.8,-147.4,0.0129,35.97,0.0
-36.78,-147.9,0.012436,36.12,0.0
-36.78,-146.8,0.01236,35.8,0.0
-36.78,-148.0,0.01276,36.12,0.0
-36.75,-147.1,0.01217,35.9,0.0
-36.75,-146.4,0.01225,35.72,0.0
-36.75,-148.4,0.01219,36.22,0.0
-36.72,-146.4,0.010994,35.7,0.0
-36.72,-147.1,0.0115,35.9,0.0
-36.72,-146.9,0.01236,35.8,0.0
-36.7,-147.8,0.01237,36.03,0.0
-36.7,-147.5,0.0131,35.97,0.0
-36.7,-146.1,0.01241,35.62,0.0
-36.66,-147.9,0.012764,36.06,0.0
-36.66,-146.5,0.01236,35.7,0.0
-36.66,-148.0,0.01345,36.06,0.0
-36.62,-146.1,0.011154,35.6,0.0
-36.62,-146.4,0.012886,35.66,0.0
-36.62,-147.4,0.01116,35.94,0.0
-36.62,-146.0,0.01306,35.53,0.0
-36.6,-146.2,0.01118,35.62,0.0
-36.6,-147.1,0.011536,35.84,0.0
-36.6,-145.9,0.007286,35.5,0.0
-36.56,-144.9,0.01214,35.25,0.0
-36.56,-145.6,0.01243,35.4,0.0
-36.56,-146.2,0.01253,35.56,0.0
-36.53,-145.4,0.00996,35.34,0.0
-36.53,-144.6,0.01053,35.12,0.0
-36.53,-144.4,0.01236,35.1,0.0
-36.5,-146.4,0.01276,35.6,0.0
-36.5,-145.4,0.012764,35.3,0.0
-36.5,-144.8,0.01251,35.16,0.0
-36.47,-145.8,0.0123,35.44,0.0
-36.47,-144.0,0.00255,34.97,0.0
-36.47,-144.6,0.01281,35.12,0.0
-36.44,-144.8,0.013,35.16,0.0
-36.44,-144.4,0.01227,35.06,0.0
-36.44,-144.8,0.01261,35.16,0.0
-36.4,-144.4,0.01295,35.03,0.0
-36.4,-146.0,0.01366,35.47,0.0
-36.4,-143.9,0.01367,34.9,0.0
-36.38,-143.9,0.01256,34.9,0.0
-36.38,-142.8,0.01255,34.6,0.0
-36.38,-142.9,0.01306,34.62,0.0
-36.38,-143.9,0.01272,34.9,0.0
-36.34,-142.4,0.01249,34.5,0.0
-36.34,-142.4,0.01281,34.5,0.0
-36.34,-142.6,0.01294,34.53,0.0
-36.3,-143.1,0.013214,34.66,0.0
-36.3,-141.8,0.01291,34.3,0.0
-36.3,-142.4,0.012886,34.5,0.0
-36.28,-141.8,0.002773,34.3,0.0
-36.28,-141.8,0.01284,34.3,0.0
-36.28,-142.6,0.00879,34.53,0.0
-36.25,-141.9,0.01281,34.34,0.0
-36.25,-141.2,0.01227,34.2,0.0
-36.25,-142.0,0.01324,34.38,0.0
-36.22,-143.1,0.01239,34.66,0.0
-36.22,-141.8,0.01334,34.28,0.0
-36.22,-141.6,0.01243,34.22,0.0
-36.2,-141.8,0.01259,34.25,0.0
-36.2,-140.9,0.01229,34.03,0.0
-36.2,-141.6,0.01321,34.25,0.0
-36.16,-142.0,0.01285,34.34,0.0
-36.16,-140.6,0.01262,33.97,0.0
-36.16,-141.0,0.001221,34.03,0.0
-36.12,-139.8,0.00998,33.75,0.0
-36.12,-139.8,0.00455,33.72,0.0
-36.12,-139.9,0.010704,33.78,0.0
-36.12,-139.8,0.0021,33.72,0.0
-36.1,-139.6,0.003197,33.66,0.0
-36.1,-139.2,0.0002328,33.53,0.0
-36.1,-137.5,5.4e-6,33.06,0.0
-36.06,-138.1,0.0002565,33.25,0.0
-36.06,-70.6,0.002731,15.71,0.0
-36.06,-70.1,0.01942,15.586,0.0
-36.03,-69.4,0.006413,15.38,0.0
-36.03,-74.0,0.01573,16.56,0.0
-36.03,-69.0,0.004025,15.305,0.0
-36.0,-69.44,0.01277,15.41,0.0
-36.0,-71.06,0.01671,15.83,0.0
-36.0,-71.06,0.01837,15.82,0.0
-35.97,-71.3,0.0191,15.89,0.0
-35.97,-71.0,0.01778,15.81,0.0
-35.97,-71.2,0.01956,15.836,0.0
-35.94,-69.8,0.01466,15.5,0.0
-35.94,-68.1,0.02196,15.055,0.0
-35.94,-69.6,0.01991,15.44,0.0
-35.9,-68.4,0.01978,15.13,0.0
-35.9,-68.2,0.002678,15.09,0.0
-35.9,-67.9,0.02339,14.99,0.0
-35.88,-70.56,0.007393,15.68,0.0
-35.88,-71.3,0.0194,15.87,0.0
-35.88,-71.8,0.01768,16.0,0.0
-35.88,-70.8,0.01894,15.75,0.0
-35.84,-70.44,0.01329,15.66,0.0
-35.84,-70.4,0.01704,15.63,0.0
-35.84,-70.7,0.0207,15.71,0.0
-35.8,-73.1,0.02025,16.31,0.0
-35.8,-71.25,0.02054,15.85,0.0
-35.8,-71.0,0.007484,15.8,0.0
-35.78,-70.2,0.01083,15.586,0.0
-35.78,-70.06,0.000601,15.55,0.0
-35.78,-70.0,0.00791,15.53,0.0
-35.75,-69.9,0.0185,15.5,0.0
-35.75,-71.1,0.02122,15.805,0.0
-35.75,-69.94,0.01823,15.5,0.0
-35.72,-70.2,0.02054,15.57,0.0
-35.72,-69.6,0.003374,15.42,0.0
-35.72,-70.7,0.0196,15.695,0.0
-35.7,-69.7,0.010185,15.44,0.0
-35.7,-70.2,0.02068,15.56,0.0
-35.7,-69.4,0.00542,15.37,0.0
-35.66,-69.5,0.01936,15.4,0.0
-35.66,-70.0,0.01813,15.516,0.0
-35.66,-69.7,0.01944,15.42,0.0
-35.62,-70.6,0.02065,15.66,0.0
-35.62,-69.7,0.01727,15.44,0.0
-35.62,-69.7,0.01773,15.44,0.0
-35.62,-69.25,0.0193,15.33,0.0
-35.6,-69.56,0.02031,15.38,0.0
-35.6,-69.75,0.02036,15.445,0.0
-35.6,-69.8,0.02058,15.45,0.0
-35.56,-69.6,0.02087,15.41,0.0
-35.56,-70.4,0.0203,15.6,0.0
-35.56,-70.75,0.01996,15.69,0.0
-35.53,-69.0,0.01941,15.25,0.0
-35.53,-68.8,0.01897,15.195,0.0
-35.53,-68.94,0.02061,15.234,0.0
-35.5,-69.9,0.0208,15.45,0.0
-35.5,-68.56,0.00865,15.13,0.0
-35.5,-69.94,0.02145,15.47,0.0
-35.47,-71.25,0.02007,15.81,0.0
-35.47,-68.5,0.01884,15.12,0.0
-35.47,-70.06,0.02196,15.51,0.0
-35.44,-69.44,0.0198,15.35,0.0
-35.44,-69.8,0.0198,15.43,0.0
-35.44,-68.25,0.006573,15.055,0.0
-35.4,-68.4,0.011566,15.086,0.0
-35.4,-69.06,0.01017,15.25,0.0
-35.4,-69.5,0.01846,15.36,0.0
-35.38,-67.9,0.01743,14.95,0.0
-35.38,-68.7,0.02151,15.15,0.0
-35.38,-69.75,0.004818,15.43,0.0
-35.38,-69.3,0.02081,15.3,0.0
-35.34,-68.7,0.01895,15.14,0.0
-35.34,-68.25,0.0218,15.03,0.0
-35.34,-69.2,0.0207,15.26,0.0
-35.3,-68.5,0.00605,15.09,0.0
-35.3,-67.9,0.01984,14.94,0.0
-35.3,-67.5,0.01127,14.84,0.0
-35.28,-67.7,0.01886,14.88,0.0
-35.28,-69.1,0.01974,15.25,0.0
-35.28,-69.7,0.02,15.39,0.0
-35.25,-66.9,0.001845,14.695,0.0
-35.25,-68.4,0.02142,15.055,0.0
-35.25,-67.8,0.00656,14.92,0.0
-35.22,-68.4,0.02103,15.05,0.0
-35.22,-67.2,0.01872,14.766,0.0
-35.22,-67.75,0.02074,14.89,0.0
-35.2,-68.2,0.018,15.01,0.0
-35.2,-67.44,0.02028,14.805,0.0
-35.2,-67.56,0.007595,14.84,0.0
-35.16,-66.94,0.0183,14.68,0.0
-35.16,-68.4,0.02061,15.05,0.0
-35.16,-67.1,0.02042,14.73,0.0
-35.12,-67.56,0.01305,14.85,0.0
-35.12,-67.2,0.02121,14.73,0.0
-35.12,-66.7,0.01866,14.62,0.0
-35.12,-67.7,0.02106,14.87,0.0
-35.1,-66.94,0.01805,14.68,0.0
-35.1,-66.94,0.02216,14.68,0.0
-35.1,-67.1,0.01941,14.72,0.0
-35.06,-66.75,0.02106,14.62,0.0
-35.06,-66.3,0.007015,14.516,0.0
-35.06,-66.3,0.00789,14.516,0.0
-35.03,-67.8,0.02174,14.89,0.0
-35.03,-66.6,0.01987,14.59,0.0
-35.03,-67.3,0.01831,14.77,0.0
-35.0,-66.5,0.02115,14.555,0.0
-35.0,-67.25,0.02115,14.74,0.0
-35.0,-66.8,0.02097,14.63,0.0
-34.97,-66.3,0.0208,14.51,0.0
-34.97,-66.9,0.019,14.66,0.0
-34.97,-66.4,0.02,14.516,0.0
-34.94,-67.5,0.02016,14.8,0.0
-34.94,-66.3,0.00715,14.516,0.0
-34.94,-66.06,0.02116,14.44,0.0
-34.9,-65.94,0.01921,14.414,0.0
-34.9,-66.2,0.0212,14.46,0.0
-34.9,-66.06,0.0217,14.43,0.0
-34.88,-65.44,0.00885,14.28,0.0
-34.88,-66.5,0.02148,14.53,0.0
-34.88,-66.5,0.01866,14.54,0.0
-34.88,-65.5,0.02087,14.3,0.0
-34.84,-65.5,0.0183,14.3,0.0
-34.84,-65.1,0.01991,14.2,0.0
-34.84,-66.0,0.0187,14.42,0.0
-34.8,-65.5,0.02179,14.28,0.0
-34.8,-66.5,0.02138,14.53,0.0
-34.8,-65.4,0.0207,14.25,0.0
-34.78,-66.1,0.02173,14.44,0.0
-34.78,-65.25,0.0209,14.22,0.0
-34.78,-65.06,0.01868,14.17,0.0
-34.75,-65.56,0.01814,14.3,0.0
-34.75,-64.6,0.00592,14.06,0.0
-34.75,-65.06,0.02145,14.17,0.0
-34.72,-65.56,0.00615,14.305,0.0
-34.72,-64.75,0.01863,14.09,0.0
-34.72,-64.56,0.01024,14.05,0.0
-34.7,-65.7,0.02153,14.33,0.0
-34.7,-64.44,0.007835,14.016,0.0
-34.7,-64.4,0.008286,14.0,0.0
-34.66,-65.25,0.0219,14.2,0.0
-34.66,-65.5,0.01848,14.27,0.0
-34.66,-64.1,0.0201,13.93,0.0
-34.62,-64.25,0.02072,13.95,0.0
-34.62,-64.44,0.0221,14.0,0.0
-34.62,-64.56,0.02197,14.02,0.0
-34.62,-65.1,0.02225,14.164,0.0
-34.6,-64.2,0.02063,13.945,0.0
-34.6,-64.7,0.023,14.055,0.0
-34.6,-64.7,0.02148,14.055,0.0
-34.56,-63.72,0.00873,13.82,0.0
-34.56,-64.06,0.02092,13.9,0.0
-34.56,-63.97,0.02115,13.875,0.0
-34.53,-62.66,0.00113,13.56,0.0
-34.53,-64.9,0.02176,14.09,0.0
-34.53,-64.6,0.02165,14.03,0.0
-34.5,-63.75,0.02171,13.82,0.0
-34.5,-63.97,0.02185,13.875,0.0
-34.5,-64.06,0.003551,13.914,0.0
-34.47,-63.94,0.0159,13.86,0.0
-34.47,-62.53,0.01212,13.51,0.0
-34.47,-64.1,0.02037,13.91,0.0
-34.44,-63.22,0.01101,13.69,0.0
-34.44,-64.2,0.02237,13.92,0.0
-34.44,-63.06,0.01921,13.65,0.0
-34.4,-63.44,0.011055,13.74,0.0
-34.4,-64.44,0.02084,13.984,0.0
-34.4,-64.06,0.02193,13.88,0.0
-34.38,-63.03,0.003069,13.65,0.0
-34.38,-62.25,0.003815,13.45,0.0
-34.38,-62.94,0.0203,13.6,0.0
-34.38,-64.3,0.02185,13.95,0.0
-34.34,-64.06,0.0215,13.88,0.0
-34.34,-62.66,0.0213,13.54,0.0
-34.34,-63.12,0.02155,13.65,0.0
-34.3,-63.22,0.01906,13.68,0.0
-34.3,-63.9,0.02141,13.84,0.0
-34.3,-63.28,0.01965,13.69,0.0
-34.28,-63.28,0.02216,13.69,0.0
-34.28,-62.44,0.02019,13.48,0.0
-34.28,-63.22,0.02075,13.664,0.0
-34.25,-62.8,0.01938,13.57,0.0
-34.25,-62.94,0.02191,13.59,0.0
-34.25,-63.34,0.0215,13.695,0.0
-34.22,-58.66,2.23e-5,12.55,0.0
-34.22,-63.12,0.0211,13.64,0.0
-34.22,-63.22,0.02242,13.66,0.0
-34.2,-62.38,0.01212,13.45,0.0
-34.2,-62.53,0.02353,13.484,0.0
-34.2,-62.84,0.02225,13.56,0.0
-34.16,-62.47,0.02225,13.47,0.0
-34.16,-62.1,0.02206,13.37,0.0
-34.16,-62.03,0.02193,13.35,0.0
-34.12,-62.53,0.02261,13.484,0.0
-34.12,-63.34,0.02255,13.69,0.0
-34.12,-59.56,0.02235,12.734,0.0
-34.12,-62.84,0.02213,13.555,0.0
-34.1,-62.4,0.02151,13.45,0.0
-34.1,-62.6,0.02289,13.484,0.0
-34.1,-61.72,0.02252,13.27,0.0
-34.06,-60.16,0.0228,12.88,0.0
-34.06,-59.34,0.002615,12.69,0.0
-34.06,-59.8,0.02444,12.79,0.0
-34.03,-59.16,0.02286,12.625,0.0
-34.03,-59.38,0.00935,12.695,0.0
-34.03,-59.03,0.02274,12.6,0.0
-34.0,-59.72,0.02197,12.77,0.0
-34.0,-59.84,0.02242,12.8,0.0
-34.0,-59.94,0.02316,12.82,0.0
-33.97,-59.06,0.02419,12.6,0.0
-33.97,-59.5,0.02373,12.71,0.0
-33.97,-58.56,0.00747,12.484,0.0
-33.94,-58.75,0.02336,12.52,0.0
-33.94,-59.2,0.02383,12.625,0.0
-33.94,-58.66,0.02121,12.51,0.0
-33.9,-58.94,0.0219,12.56,0.0
-33.9,-58.47,0.02307,12.45,0.0
-33.9,-58.3,0.02345,12.41,0.0
-33.88,-61.06,0.02396,13.086,0.0
-33.88,-59.12,0.02156,12.62,0.0
-33.88,-60.8,0.00997,13.05,0.0
-33.88,-60.34,0.02133,12.914,0.0
-33.84,-60.47,0.02255,12.945,0.0
-33.84,-60.4,0.0228,12.93,0.0
-33.84,-57.94,0.0226,12.31,0.0
-33.8,-58.0,0.02309,12.33,0.0
-33.8,-58.25,0.02173,12.39,0.0
-33.8,-58.38,0.02429,12.41,0.0
-33.78,-59.62,0.01894,12.74,0.0
-33.78,-61.8,0.02351,13.27,0.0
-33.78,-59.7,0.012344,12.75,0.0
-33.75,-60.3,0.01909,12.914,0.0
-33.75,-60.2,0.02216,12.87,0.0
-33.75,-60.66,0.02246,12.984,0.0
-33.72,-60.7,0.02232,12.99,0.0
-33.72,-61.66,0.02293,13.23,0.0
-33.72,-60.12,0.02353,12.85,0.0
-33.7,-59.12,0.01955,12.61,0.0
-33.7,-59.28,0.02045,12.65,0.0
-33.7,-59.38,0.02043,12.67,0.0
-33.66,-60.56,0.02316,12.95,0.0
-33.66,-59.66,0.010735,12.74,0.0
-33.66,-61.0,0.02206,13.06,0.0
-33.62,-58.88,0.0199,12.55,0.0
-33.62,-59.75,0.02234,12.76,0.0
-33.62,-58.8,0.003786,12.53,0.0
-33.62,-61.28,0.02351,13.13,0.0
-33.6,-59.9,0.02313,12.79,0.0
-33.6,-59.44,0.012436,12.69,0.0
-33.6,-59.25,0.02054,12.625,0.0
-33.56,-59.2,0.02173,12.62,0.0
-33.56,-58.84,0.0226,12.52,0.0
-33.56,-58.53,0.0205,12.45,0.0
-33.53,-59.38,0.02377,12.65,0.0
-33.53,-58.47,0.02061,12.43,0.0
-33.53,-59.38,0.02414,12.64,0.0
-33.5,-59.25,0.02234,12.625,0.0
-33.5,-59.5,0.02065,12.69,0.0
-33.5,-58.47,0.02263,12.43,0.0
-33.47,-58.56,0.0242,12.445,0.0
-33.47,-58.78,0.02037,12.516,0.0
-33.47,-58.53,0.00973,12.445,0.0
-33.44,-58.72,0.02219,12.49,0.0
-33.44,-53.44,1.156e-5,11.22,0.0
-33.44,-59.2,0.0248,12.59,0.0
-33.4,-59.44,0.02371,12.66,0.0
-33.4,-58.12,0.02287,12.336,0.0
-33.4,-58.56,0.02145,12.45,0.0
-33.38,-58.75,0.02289,12.484,0.0
-33.38,-58.75,0.02393,12.484,0.0
-33.38,-58.75,0.02457,12.484,0.0
-33.38,-57.66,0.0216,12.22,0.0
-33.34,-58.34,0.02412,12.38,0.0
-33.34,-56.62,0.00739,11.96,0.0
-33.34,-57.75,0.02335,12.24,0.0
-33.3,-58.56,0.02458,12.44,0.0
-33.3,-58.62,0.02403,12.445,0.0
-33.3,-57.66,0.010796,12.22,0.0
-33.28,-58.0,0.0247,12.3,0.0
-33.28,-57.34,0.02237,12.13,0.0
-33.28,-57.62,0.02208,12.22,0.0
-33.25,-57.3,0.02124,12.14,0.0
-33.25,-57.06,0.01334,12.08,0.0
-33.25,-56.8,0.02237,12.01,0.0
-33.22,-56.84,0.00999,12.02,0.0
-33.22,-57.25,0.02303,12.11,0.0
-33.22,-57.06,0.02316,12.06,0.0
-33.2,-57.28,0.01588,12.125,0.0
-33.2,-58.4,0.0237,12.39,0.0
-33.2,-57.1,0.00646,12.08,0.0
-33.16,-56.84,0.02321,12.0,0.0
-33.16,-57.28,0.02222,12.12,0.0
-33.16,-57.38,0.02277,12.13,0.0
-33.12,-57.22,0.02379,12.09,0.0
-33.12,-56.84,0.02412,12.0,0.0
-33.12,-57.56,0.02454,12.18,0.0
-33.12,-57.3,0.02415,12.11,0.0
-33.1,-57.44,0.02109,12.16,0.0
-33.1,-56.5,0.01462,11.92,0.0
-33.1,-56.28,0.02077,11.87,0.0
-33.06,-57.3,0.02573,12.12,0.0
-33.06,-56.66,0.02489,11.95,0.0
-33.06,-56.44,0.01295,11.914,0.0
-33.03,-56.72,0.02368,11.97,0.0
-33.03,-57.06,0.02405,12.05,0.0
-33.03,-56.16,0.02463,11.82,0.0
-33.0,-57.1,0.02426,12.06,0.0
-33.0,-55.97,0.02394,11.78,0.0
-33.0,-57.16,0.02235,12.07,0.0
-32.97,-55.7,0.0221,11.72,0.0
-32.97,-55.44,0.02136,11.66,0.0
-32.97,-56.34,0.02586,11.87,0.0
-32.94,-56.62,0.02382,11.94,0.0
-32.94,-56.0,0.02359,11.78,0.0
-32.94,-56.44,0.0192,11.9,0.0
-32.9,-55.75,0.02496,11.71,0.0
-32.9,-56.4,0.02449,11.875,0.0
-32.9,-56.84,0.02084,12.0,0.0
-32.88,-55.03,0.01959,11.555,0.0
-32.88,-55.0,0.02133,11.54,0.0
-32.88,-55.3,0.02388,11.62,0.0
-32.88,-55.94,0.013916,11.77,0.0
-32.84,-55.6,0.02003,11.69,0.0
-32.84,-55.28,0.01036,11.62,0.0
-32.84,-55.5,0.02187,11.664,0.0
-32.8,-56.28,0.0248,11.84,0.0
-32.8,-54.97,0.02473,11.52,0.0
-32.8,-50.62,0.02707,10.44,0.0
-32.78,-54.88,0.024,11.5,0.0
-32.78,-52.25,0.02577,10.84,0.0
-32.78,-56.38,0.02652,11.87,0.0
-32.75,-52.3,0.03023,10.86,0.0
-32.75,-52.1,0.00979,10.82,0.0
-32.75,-51.75,0.005013,10.734,0.0
-32.72,-52.22,0.01422,10.85,0.0
-32.72,-51.1,0.02548,10.555,0.0
-32.72,-52.06,0.02658,10.805,0.0
-32.7,-51.62,0.02196,10.7,0.0
-32.7,-51.44,0.014305,10.664,0.0
-32.7,-51.72,0.01021,10.73,0.0
-32.66,-53.9,0.0217,11.266,0.0
-32.66,-54.1,0.02507,11.305,0.0
-32.66,-55.16,0.02544,11.555,0.0
-32.62,-55.22,0.01984,11.58,0.0
-32.62,-54.03,0.01634,11.3,0.0
-32.62,-55.34,0.02571,11.6,0.0
-32.62,-55.28,0.02667,11.586,0.0
-32.6,-51.62,0.014114,10.7,0.0
-32.6,-50.94,0.0099,10.53,0.0
-32.6,-51.47,0.02429,10.64,0.0
-32.56,-51.4,0.02513,10.64,0.0
-32.56,-53.53,0.02516,11.164,0.0
-32.56,-54.1,0.02547,11.29,0.0
-32.53,-49.94,0.00899,10.28,0.0
-32.53,-51.44,0.02377,10.64,0.0
-32.53,-50.8,0.02449,10.49,0.0
-32.5,-51.8,0.02629,10.73,0.0
-32.5,-51.47,0.02495,10.65,0.0
