alpha,c_l,c_d,c_m,converged
-32.5,-51.22,0.02374,10.59,0.0
-32.47,-53.2,0.02502,11.07,0.0
-32.47,-54.56,0.02512,11.41,0.0
-32.47,-53.62,0.02344,11.19,0.0
-32.44,-53.94,0.014725,11.266,0.0
-32.44,-53.9,0.025,11.25,0.0
-32.44,-53.56,0.02597,11.164,0.0
-32.4,-52.84,0.01447,11.0,0.0
-32.4,-52.84,0.02449,10.984,0.0
-32.4,-52.72,0.0249,10.95,0.0
-32.38,-52.53,0.013176,10.92,0.0
-32.38,-50.5,0.003124,10.44,0.0
-32.38,-52.7,0.02484,10.945,0.0
-32.38,-52.66,0.02528,10.94,0.0
-32.34,-52.94,0.02527,11.0,0.0
-32.34,-52.47,0.02536,10.89,0.0
-32.34,-52.66,0.01721,10.945,0.0
-32.3,-52.16,0.02304,10.82,0.0
-32.3,-53.94,0.02553,11.24,0.0
-32.3,-53.84,0.02661,11.22,0.0
-32.28,-52.7,0.02551,10.945,0.0
-32.28,-52.4,0.013855,10.88,0.0
-32.28,-54.8,0.02599,11.45,0.0
-32.25,-52.94,0.02786,11.0,0.0
-32.25,-53.3,0.02676,11.086,0.0
-32.25,-52.06,0.0251,10.78,0.0
-32.22,-52.66,0.02608,10.93,0.0
-32.22,-53.44,0.02567,11.125,0.0
-32.22,-51.94,0.02432,10.76,0.0
-32.2,-51.9,0.026,10.74,0.0
-32.2,-52.66,0.02281,10.94,0.0
-32.2,-52.03,0.0257,10.77,0.0
-32.16,-52.38,0.02643,10.85,0.0
-32.16,-51.47,0.02487,10.64,0.0
-32.16,-52.44,0.02747,10.87,0.0
-32.12,-52.38,0.02646,10.85,0.0
-32.12,-48.66,0.02971,9.93,0.0
-32.12,-53.47,0.01617,11.11,0.0
-32.12,-52.4,0.02567,10.87,0.0
-32.1,-50.56,0.00539,10.43,0.0
-32.1,-50.9,0.02122,10.51,0.0
-32.1,-52.06,0.02542,10.79,0.0
-32.06,-51.94,0.02782,10.75,0.0
-32.06,-46.56,0.03177,9.414,0.0
-32.06,-50.9,0.02489,10.5,0.0
-32.03,-51.38,0.02542,10.61,0.0
-32.03,-50.44,0.0144,10.4,0.0
-32.03,-50.75,0.02075,10.47,0.0
-32.0,-51.44,0.02695,10.625,0.0
-32.0,-47.5,0.0231,9.64,0.0
-31.98,-51.6,0.02814,10.65,0.0
-31.98,-50.9,0.02286,10.51,0.0
-31.97,-47.28,0.014595,9.61,0.0
-31.95,-51.2,0.02875,10.555,0.0
-31.95,-51.3,0.02594,10.59,0.0
-31.94,-51.3,0.02742,10.586,0.0
-31.94,-51.03,0.02567,10.52,0.0
-31.92,-50.34,0.02579,10.36,0.0
-31.9,-50.47,0.02707,10.38,0.0
-31.9,-50.84,0.02792,10.48,0.0
-31.89,-50.53,0.02634,10.41,0.0
-31.88,-50.94,0.02708,10.5,0.0
-31.88,-49.53,0.01324,10.17,0.0
-31.86,-50.6,0.02582,10.414,0.0
-31.84,-50.44,0.02696,10.38,0.0
-31.84,-50.6,0.02477,10.42,0.0
-31.83,-49.9,0.0247,10.24,0.0
-31.81,-50.25,0.02596,10.33,0.0
-31.81,-50.62,0.02626,10.42,0.0
-31.8,-50.34,0.0273,10.35,0.0
-31.8,-47.1,0.02678,9.555,0.0
-31.78,-45.16,0.01831,9.086,0.0
-31.77,-47.94,0.02846,9.766,0.0
-31.77,-51.2,0.02628,10.56,0.0
-31.75,-49.62,0.01121,10.195,0.0
-31.73,-47.97,0.004097,9.78,0.0
-31.73,-49.1,0.01834,10.055,0.0
-31.72,-46.06,0.02458,9.31,0.0
-31.7,-43.25,0.002523,8.67,0.0
-31.7,-44.28,0.001425,8.92,0.0
-31.69,-49.47,0.01857,10.16,0.0
-31.69,-46.9,0.0006466,9.55,0.0
-31.67,-47.28,0.02843,9.59,0.0
-31.66,-48.25,0.0268,9.836,0.0
-31.66,-43.97,0.000543,8.836,0.0
-31.64,-49.7,0.02452,10.195,0.0
-31.62,-49.1,0.03204,10.02,0.0
-31.62,-48.56,0.02501,9.92,0.0
-31.61,-49.9,0.02686,10.25,0.0
-31.6,-48.44,0.02518,9.89,0.0
-31.6,-49.16,0.025,10.06,0.0
-31.58,-49.6,0.02667,10.164,0.0
-31.56,-48.56,0.02611,9.914,0.0
-31.56,-49.34,0.02652,10.1,0.0
-31.55,-49.12,0.02489,10.06,0.0
-31.55,-48.8,0.02821,9.98,0.0
-31.53,-49.1,0.02707,10.04,0.0
-31.52,-48.4,0.02718,9.875,0.0
-31.52,-48.06,0.02707,9.8,0.0
-31.5,-45.2,0.02066,9.086,0.0
-31.48,-48.84,0.02792,9.98,0.0
-31.48,-48.0,0.02618,9.77,0.0
-31.47,-48.6,0.02455,9.93,0.0
-31.45,-48.66,0.02599,9.93,0.0
-31.45,-47.66,0.02542,9.695,0.0
-31.44,-44.6,0.02173,8.914,0.0
-31.44,-45.56,0.01967,9.16,0.0
-31.42,-46.06,0.03452,9.27,0.0
-31.4,-48.7,0.02315,9.95,0.0
-31.4,-47.2,0.01168,9.59,0.0
-31.39,-48.22,0.02779,9.82,0.0
-31.38,-47.56,0.010475,9.69,0.0
-31.38,-47.28,0.0101,9.62,0.0
-31.36,-45.22,0.006943,9.12,0.0
-31.34,-48.62,0.03024,9.914,0.0
-31.34,-47.88,0.02882,9.734,0.0
-31.33,-47.53,0.02856,9.66,0.0
-31.31,-47.56,0.02829,9.664,0.0
-31.31,-47.44,0.02623,9.63,0.0
-31.3,-47.44,0.02704,9.64,0.0
-31.3,-47.38,0.02672,9.62,0.0
-31.28,-47.4,0.02803,9.625,0.0
-31.27,-47.0,0.0282,9.52,0.0
-31.27,-46.88,0.02716,9.49,0.0
-31.25,-47.1,0.01587,9.56,0.0
-31.23,-47.47,0.02649,9.65,0.0
-31.23,-46.12,0.01463,9.33,0.0
-31.22,-47.12,0.01727,9.57,0.0
-31.2,-46.47,0.02603,9.41,0.0
-31.2,-48.22,0.02858,9.82,0.0
-31.19,-47.2,0.02634,9.57,0.0
-31.19,-46.6,0.02864,9.42,0.0
-31.17,-45.8,0.00934,9.26,0.0
-31.16,-46.88,0.0283,9.49,0.0
-31.16,-47.16,0.02657,9.57,0.0
-31.14,-46.7,0.02567,9.46,0.0
-31.12,-46.62,0.01698,9.445,0.0
-31.12,-46.62,0.0262,9.445,0.0
-31.11,-47.97,0.02637,9.76,0.0
-31.1,-42.94,0.0206,8.555,0.0
-31.1,-43.75,0.03014,8.73,0.0
-31.08,-46.22,0.02501,9.34,0.0
-31.06,-45.4,0.01881,9.16,0.0
-31.06,-46.53,0.02826,9.41,0.0
-31.05,-46.06,0.02829,9.3,0.0
-31.05,-45.12,0.01297,9.086,0.0
-31.03,-45.1,0.0361,9.03,0.0
-31.02,-48.12,0.02596,9.8,0.0
-31.02,-45.9,0.0165,9.27,0.0
-31.0,-41.8,0.00962,8.29,0.0
-30.98,-46.2,0.02608,9.33,0.0
-30.98,-45.34,0.01675,9.14,0.0
-30.97,-45.25,0.02669,9.11,0.0
-30.95,-46.03,0.02739,9.29,0.0
-30.95,-45.3,0.02112,9.125,0.0
-30.94,-45.47,0.02673,9.16,0.0
-30.94,-45.4,0.02614,9.14,0.0
-30.92,-45.12,0.02734,9.08,0.0
-30.9,-45.1,0.02814,9.06,0.0
-30.9,-45.34,0.0267,9.125,0.0
-30.89,-44.94,0.01578,9.05,0.0
-30.88,-45.34,0.02979,9.12,0.0
-30.88,-44.94,0.01295,9.04,0.0
-30.86,-45.7,0.02756,9.2,0.0
-30.84,-45.28,0.02681,9.11,0.0
-30.84,-44.72,0.02821,8.97,0.0
-30.83,-45.6,0.02832,9.18,0.0
-30.81,-44.7,0.01252,8.97,0.0
-30.81,-44.5,0.02823,8.92,0.0
-30.8,-44.84,0.02867,9.0,0.0
-30.8,-44.4,0.009544,8.914,0.0
-30.78,-44.4,0.0137,8.914,0.0
-30.77,-44.47,0.02898,8.91,0.0
-30.77,-44.88,0.0214,9.016,0.0
-30.75,-44.72,0.02979,8.97,0.0
-30.73,-46.72,0.0285,9.45,0.0
-30.73,-44.88,0.01562,9.02,0.0
-30.72,-45.8,0.02779,9.234,0.0
-30.7,-44.8,0.02783,8.99,0.0
-30.7,-45.94,0.0306,9.26,0.0
-30.69,-45.22,0.02678,9.09,0.0
-30.69,-43.88,0.02913,8.76,0.0
-30.67,-43.6,0.02309,8.7,0.0
-30.66,-44.47,0.03067,8.9,0.0
-30.66,-43.8,0.03021,8.75,0.0
-30.64,-44.12,0.0164,8.836,0.0
-30.62,-45.28,0.03044,9.09,0.0
-30.62,-43.75,0.02986,8.73,0.0
-30.61,-43.84,0.02805,8.76,0.0
-30.6,-45.16,0.02715,9.08,0.0
-30.6,-43.6,0.01646,8.71,0.0
-30.58,-44.2,0.03008,8.836,0.0
-30.56,-43.28,0.02844,8.625,0.0
-30.56,-43.56,0.03043,8.69,0.0
-30.55,-43.2,0.02928,8.6,0.0
-30.55,-44.16,0.02882,8.83,0.0
-30.53,-42.88,0.00868,8.54,0.0
-30.52,-43.38,0.02821,8.64,0.0
-30.52,-44.56,0.03075,8.92,0.0
-30.5,-43.84,0.0258,8.766,0.0
-30.48,-43.6,0.02623,8.71,0.0
-30.48,-42.7,0.02713,8.484,0.0
-30.47,-41.12,0.03268,8.09,0.0
-30.45,-42.56,0.02736,8.45,0.0
-30.45,-42.8,0.02905,8.51,0.0
-30.44,-42.62,0.02924,8.46,0.0
-30.44,-44.0,0.02596,8.805,0.0
-30.42,-42.06,0.01081,8.35,0.0
-30.4,-43.34,0.03001,8.625,0.0
-30.4,-42.3,0.02988,8.38,0.0
-30.39,-42.3,0.02794,8.39,0.0
-30.38,-42.9,0.02892,8.53,0.0
-30.38,-38.5,0.02519,7.484,0.0
-30.36,-37.97,0.001348,7.395,0.0
-30.34,-43.6,0.02771,8.7,0.0
-30.34,-43.38,0.0271,8.65,0.0
-30.33,-42.88,0.02936,8.52,0.0
-30.31,-39.9,0.03308,7.797,0.0
-30.31,-37.53,0.00562,7.27,0.0
-30.3,-44.03,0.03113,8.79,0.0
-30.3,-42.78,0.02962,8.5,0.0
-30.28,-41.34,0.01692,8.164,0.0
-30.27,-42.28,0.02824,8.38,0.0
-30.27,-41.2,0.01851,8.13,0.0
-30.25,-41.84,0.0298,8.27,0.0
-30.23,-43.7,0.02841,8.72,0.0
-30.23,-42.72,0.02963,8.484,0.0
-30.22,-38.75,0.0325,7.516,0.0
-30.2,-40.8,0.01735,8.05,0.0
-30.2,-42.97,0.0279,8.555,0.0
-30.19,-41.06,0.02664,8.1,0.0
-30.19,-42.06,0.03146,8.33,0.0
-30.17,-42.34,0.0291,8.4,0.0
-30.16,-37.06,0.01582,7.133,0.0
-30.16,-42.7,0.0317,8.48,0.0
-30.14,-41.8,0.027,8.266,0.0
-30.12,-42.03,0.02748,8.33,0.0
-30.12,-41.2,0.02736,8.13,0.0
-30.11,-41.53,0.03015,8.195,0.0
-30.1,-40.9,0.02306,8.06,0.0
-30.1,-40.5,0.01653,7.973,0.0
-30.08,-42.53,0.0318,8.43,0.0
-30.06,-40.7,0.0298,7.996,0.0
-30.06,-40.1,0.01487,7.87,0.0
-30.05,-41.34,0.03174,8.16,0.0
-30.05,-41.1,0.0308,8.086,0.0
-30.03,-41.2,0.02913,8.125,0.0
-30.02,-40.12,0.02708,7.875,0.0
-30.02,-40.75,0.02766,8.01,0.0
-30.0,-40.0,0.01799,7.855,0.0
-29.98,-41.2,0.0307,8.125,0.0
-29.98,-41.44,0.02924,8.18,0.0
-29.97,-40.47,0.02869,7.95,0.0
-29.95,-39.9,0.01843,7.824,0.0
-29.95,-40.25,0.03052,7.883,0.0
-29.94,-41.78,0.03018,8.26,0.0
-29.94,-40.0,0.03035,7.836,0.0
-29.92,-39.94,0.02982,7.816,0.0
-29.9,-41.34,0.03238,8.15,0.0
-29.9,-41.56,0.02858,8.21,0.0
-29.89,-42.1,0.03001,8.336,0.0
-29.88,-40.75,0.02997,8.016,0.0
-29.88,-42.38,0.02875,8.4,0.0
-29.86,-40.03,0.02841,7.848,0.0
-29.84,-39.06,0.0202,7.63,0.0
-29.84,-41.53,0.03195,8.195,0.0
-29.83,-39.53,0.03075,7.723,0.0
-29.81,-41.0,0.03104,8.07,0.0
-29.81,-39.84,0.02734,7.812,0.0
-29.8,-39.9,0.03105,7.805,0.0
-29.8,-39.53,0.03143,7.715,0.0
-29.78,-40.03,0.03226,7.84,0.0
-29.77,-39.8,0.03152,7.785,0.0
-29.77,-39.0,0.02823,7.61,0.0
-29.75,-39.0,0.03049,7.594,0.0
-29.73,-40.1,0.02786,7.867,0.0
-29.73,-39.44,0.02971,7.7,0.0
-29.72,-39.22,0.03317,7.645,0.0
-29.7,-39.6,0.02016,7.75,0.0
-29.7,-38.9,0.033,7.57,0.0
-29.69,-39.06,0.0286,7.617,0.0
-29.69,-39.97,0.02347,7.844,0.0
-29.67,-38.62,0.03035,7.504,0.0
-29.66,-38.53,0.02968,7.49,0.0
-29.66,-41.12,0.02922,8.125,0.0
-29.64,-39.28,0.0286,7.668,0.0
-29.62,-39.66,0.0288,7.76,0.0
-29.62,-38.4,0.03253,7.453,0.0
-29.61,-38.06,0.0264,7.387,0.0
-29.6,-38.28,0.01715,7.44,0.0
-29.6,-38.2,0.01804,7.418,0.0
-29.58,-38.94,0.0315,7.582,0.0
-29.56,-38.7,0.02919,7.523,0.0
-29.56,-38.7,0.03174,7.52,0.0
-29.55,-39.3,0.03113,7.668,0.0
-29.55,-38.9,0.02863,7.582,0.0
-29.53,-38.1,0.01744,7.4,0.0
-29.52,-37.34,0.0187,7.22,0.0
-29.52,-37.9,0.0315,7.332,0.0
-29.5,-38.47,0.03168,7.47,0.0
-29.48,-37.2,0.01549,7.188,0.0
-29.48,-39.62,0.03183,7.74,0.0
-29.47,-38.7,0.03032,7.527,0.0
-29.45,-37.34,0.02881,7.21,0.0
-29.45,-38.16,0.02914,7.406,0.0
-29.44,-36.94,0.02052,7.12,0.0
-29.44,-37.44,0.02974,7.23,0.0
-29.42,-37.6,0.02896,7.277,0.0
-29.4,-36.88,0.01897,7.113,0.0
-29.4,-38.94,0.02887,7.59,0.0
-29.39,-37.8,0.03017,7.316,0.0
-29.38,-37.53,0.02942,7.258,0.0
-29.38,-36.62,0.01605,7.05,0.0
-29.36,-39.12,0.02606,7.65,0.0
-29.34,-37.38,0.02065,7.23,0.0
-29.34,-36.94,0.03111,7.105,0.0
-29.33,-36.88,0.02872,7.098,0.0
-29.31,-37.53,0.0318,7.246,0.0
-29.31,-36.62,0.02283,7.04,0.0
-29.3,-37.62,0.03192,7.27,0.0
-29.3,-37.38,0.03093,7.215,0.0
-29.28,-37.7,0.03293,7.285,0.0
-29.27,-36.84,0.02977,7.094,0.0
-29.27,-36.53,0.03014,7.016,0.0
-29.25,-38.1,0.0293,7.4,0.0
-29.23,-35.75,0.01317,6.85,0.0
-29.23,-36.22,0.03008,6.945,0.0
-29.22,-37.34,0.03265,7.2,0.0
-29.2,-36.34,0.0292,6.984,0.0
-29.2,-37.8,0.02254,7.34,0.0
-29.19,-37.94,0.03114,7.35,0.0
-29.19,-36.16,0.0219,6.945,0.0
-29.17,-36.7,0.02968,7.06,0.0
-29.16,-35.53,0.01686,6.797,0.0
-29.16,-37.44,0.02914,7.25,0.0
-29.14,-36.1,0.02927,6.92,0.0
-29.12,-37.34,0.0313,7.207,0.0
-29.12,-33.78,0.03802,6.34,0.0
-29.11,-34.9,0.0451,6.57,0.0
-29.1,-31.31,0.01717,5.805,0.0
-29.1,-32.47,0.04053,6.027,0.0
-29.08,-33.25,0.04153,6.203,0.0
-29.06,-35.5,0.03098,6.777,0.0
-29.06,-33.34,0.04004,6.234,0.0
-29.05,-36.62,0.03278,7.035,0.0
-29.05,-30.19,0.005016,5.586,0.0
-29.03,-31.38,0.04044,5.777,0.0
-29.02,-35.7,0.02899,6.83,0.0
-29.02,-33.28,0.00754,6.28,0.0
-29.0,-34.2,0.0381,6.426,0.0
-28.98,-36.03,0.02959,6.91,0.0
-28.98,-30.97,0.019,5.72,0.0
-28.97,-35.38,0.02966,6.758,0.0
-28.95,-31.83,0.04245,5.87,0.0
-28.95,-32.38,0.01854,6.047,0.0
-28.94,-32.47,0.04007,6.03,0.0
-28.94,-32.16,0.004276,6.03,0.0
-28.92,-35.8,0.03152,6.855,0.0
-28.9,-34.4,0.02296,6.53,0.0
-28.9,-35.38,0.02905,6.77,0.0
-28.89,-34.7,0.02866,6.586,0.0
-28.88,-35.25,0.03214,6.72,0.0
-28.88,-35.5,0.01636,6.793,0.0
-28.86,-31.28,0.02295,5.777,0.0
-28.84,-36.12,0.03113,6.93,0.0
-28.84,-34.16,0.02747,6.47,0.0
-28.83,-34.25,0.03302,6.484,0.0
-28.81,-34.7,0.0323,6.582,0.0
-28.81,-32.25,0.03336,6.008,0.0
-28.8,-35.1,0.02089,6.7,0.0
-28.8,-34.12,0.03293,6.457,0.0
-28.78,-35.8,0.01965,6.867,0.0
-28.77,-30.62,0.042,5.605,0.0
-28.77,-33.66,0.01898,6.363,0.0
-28.75,-35.34,0.03033,6.75,0.0
-28.73,-34.06,0.0311,6.445,0.0
-28.73,-30.78,0.04312,5.63,0.0
-28.72,-29.6,0.0005975,5.48,0.0
-28.7,-34.38,0.03137,6.516,0.0
-28.7,-35.3,0.02098,6.754,0.0
-28.69,-34.47,0.03032,6.547,0.0
-28.69,-34.88,0.03143,6.633,0.0
-28.67,-33.97,0.03102,6.426,0.0
-28.66,-33.6,0.02968,6.336,0.0
-28.66,-34.06,0.03072,6.45,0.0
-28.64,-28.23,0.001844,5.164,0.0
-28.62,-34.03,0.03174,6.434,0.0
-28.62,-29.83,0.02797,5.465,0.0
-28.61,-33.1,0.02998,6.227,0.0
-28.6,-33.06,0.03065,6.22,0.0
-28.6,-33.28,0.02182,6.27,0.0
-28.58,-29.81,0.02252,5.46,0.0
-28.56,-33.28,0.02817,6.273,0.0
-28.56,-34.03,0.03195,6.44,0.0
-28.55,-32.75,0.03053,6.145,0.0
-28.55,-34.78,0.03302,6.62,0.0
-28.53,-32.84,0.0322,6.16,0.0
-28.52,-32.84,0.03119,6.16,0.0
-28.52,-34.3,0.03192,6.516,0.0
-28.5,-32.72,0.01775,6.152,0.0
-28.48,-35.03,0.03305,6.67,0.0
-28.48,-33.62,0.0322,6.344,0.0
-28.47,-32.6,0.00399,6.164,0.0
-28.45,-33.12,0.0326,6.223,0.0
-28.45,-33.47,0.03192,6.305,0.0
-28.44,-33.22,0.03287,6.246,0.0
-28.44,-32.25,0.03204,6.02,0.0
-28.42,-31.73,0.01787,5.918,0.0
-28.4,-31.66,0.01929,5.902,0.0
-28.4,-33.3,0.03366,6.277,0.0
-28.39,-33.03,0.0318,6.21,0.0
-28.38,-33.06,0.03146,6.22,0.0
-28.38,-31.5,0.0193,5.867,0.0
-28.36,-31.77,0.03366,5.914,0.0
-28.34,-34.47,0.0334,6.547,0.0
-28.34,-32.28,0.03314,6.03,0.0
-28.33,-33.34,0.01738,6.3,0.0
-28.31,-31.86,0.02531,5.965,0.0
-28.31,-31.92,0.0325,5.95,0.0
-28.3,-31.83,0.03287,5.934,0.0
-28.3,-33.34,0.03635,6.258,0.0
-28.28,-34.22,0.03287,6.48,0.0
-28.27,-31.39,0.01302,5.848,0.0
-28.27,-31.4,0.0326,5.832,0.0
-28.25,-31.5,0.022,5.863,0.0
-28.23,-31.52,0.03387,5.863,0.0
-28.23,-32.44,0.01179,6.098,0.0
-28.22,-32.38,0.02666,6.06,0.0
-28.2,-31.42,0.03363,5.832,0.0
-28.2,-32.44,0.03326,6.07,0.0
-28.19,-30.94,0.03146,5.727,0.0
-28.19,-32.0,0.0339,5.97,0.0
-28.17,-30.94,0.0238,5.74,0.0
-28.16,-30.75,0.02069,5.7,0.0
-28.16,-30.9,0.03247,5.72,0.0
-28.14,-30.4,0.02112,5.613,0.0
-28.12,-31.42,0.03357,5.832,0.0
-28.12,-30.95,0.034,5.723,0.0
-28.11,-30.73,0.03114,5.684,0.0
-28.1,-31.08,0.036,5.76,0.0
-28.1,-30.34,0.01845,5.605,0.0
-28.08,-30.42,0.03513,5.605,0.0
-28.06,-31.17,0.0333,5.777,0.0
-28.06,-31.97,0.03418,5.96,0.0
-28.05,-30.9,0.0339,5.715,0.0
-28.05,-26.06,0.006454,4.69,0.0
-28.03,-31.97,0.03677,5.95,0.0
-28.02,-30.58,0.0168,5.66,0.0
-28.02,-32.34,0.0302,6.06,0.0
-28.0,-31.2,0.03415,5.79,0.0
-27.98,-31.88,0.0336,5.945,0.0
-27.98,-31.17,0.03528,5.777,0.0
-27.97,-32.5,0.03415,6.09,0.0
-27.95,-29.52,0.015045,5.418,0.0
-27.95,-30.06,0.03076,5.53,0.0
-27.94,-31.06,0.03302,5.76,0.0
-27.94,-30.88,0.0342,5.71,0.0
-27.92,-29.97,0.02118,5.523,0.0
-27.9,-30.9,0.03256,5.727,0.0
-27.9,-29.53,0.03412,5.402,0.0
-27.89,-29.77,0.02245,5.473,0.0
-27.88,-30.42,0.032,5.633,0.0
-27.88,-30.42,0.03317,5.613,0.0
-27.86,-29.19,0.03418,5.332,0.0
-27.84,-30.34,0.03415,5.594,0.0
-27.84,-28.8,0.01997,5.25,0.0
-27.83,-29.22,0.03473,5.332,0.0
-27.81,-29.27,0.0349,5.344,0.0
-27.81,-29.53,0.03543,5.402,0.0
-27.8,-27.31,0.0006433,4.992,0.0
-27.8,-26.69,0.04083,4.79,0.0
-27.78,-29.45,0.02158,5.402,0.0
-27.77,-30.36,0.02266,5.613,0.0
-27.77,-29.5,0.03458,5.4,0.0
-27.75,-29.97,0.03043,5.51,0.0
-27.73,-29.48,0.03494,5.395,0.0
-27.73,-29.62,0.0335,5.434,0.0
-27.72,-29.3,0.02232,5.37,0.0
-27.7,-28.27,0.02312,5.137,0.0
-27.7,-28.8,0.02446,5.25,0.0
-27.69,-29.86,0.02032,5.496,0.0
-27.69,-26.14,0.003757,4.72,0.0
-27.67,-27.45,0.02177,4.96,0.0
-27.66,-27.4,0.036,4.938,0.0
-27.66,-26.0,0.0125,4.664,0.0
-27.64,-27.67,0.01773,5.016,0.0
-27.62,-28.2,0.03464,5.11,0.0
-27.62,-29.72,0.02892,5.465,0.0
-27.61,-29.31,0.03162,5.363,0.0
-27.6,-29.83,0.02826,5.49,0.0
-27.6,-28.14,0.03503,5.09,0.0
-27.58,-27.45,0.0193,4.96,0.0
-27.56,-28.05,0.03677,5.066,0.0
-27.56,-30.1,0.03583,5.54,0.0
-27.55,-28.05,0.03326,5.07,0.0
-27.55,-27.7,0.0125,5.03,0.0
-27.53,-29.12,0.03528,5.32,0.0
-27.52,-28.53,0.0365,5.18,0.0
-27.52,-28.73,0.0394,5.223,0.0
-27.5,-28.28,0.03656,5.12,0.0
-27.48,-29.64,0.03394,5.44,0.0
-27.48,-27.45,0.0246,4.957,0.0
-27.47,-28.2,0.03516,5.113,0.0
-27.45,-28.27,0.0285,5.13,0.0
-27.45,-27.48,0.02179,4.965,0.0
-27.44,-27.39,0.03604,4.93,0.0
-27.44,-28.92,0.03613,5.273,0.0
-27.42,-30.36,0.03564,5.605,0.0
-27.4,-27.47,0.0378,4.94,0.0
-27.4,-28.23,0.0366,5.113,0.0
-27.39,-27.77,0.02052,5.03,0.0
-27.38,-27.61,0.02905,4.99,0.0
-27.38,-28.73,0.03772,5.234,0.0
-27.36,-28.44,0.03903,5.16,0.0
-27.34,-28.1,0.0361,5.098,0.0
-27.34,-27.19,0.03705,4.887,0.0
-27.33,-27.67,0.0169,5.016,0.0
-27.31,-26.61,0.02641,4.773,0.0
-27.31,-26.6,0.0339,4.766,0.0
-27.3,-27.0,0.02045,4.863,0.0
-27.3,-27.53,0.0396,4.96,0.0
-27.28,-26.73,0.02182,4.805,0.0
-27.27,-27.22,0.0385,4.89,0.0
-27.27,-27.28,0.02753,4.926,0.0
-27.25,-26.34,0.02408,4.72,0.0
-27.23,-27.75,0.03723,5.008,0.0
-27.23,-29.2,0.0427,5.31,0.0
-27.22,-26.92,0.02383,4.844,0.0
-27.2,-26.89,0.03488,4.83,0.0
-27.2,-26.62,0.02821,4.78,0.0
-27.19,-23.7,0.002544,4.22,0.0
-27.19,-26.9,0.0379,4.824,0.0
-27.17,-26.9,0.02975,4.832,0.0
-27.16,-25.61,0.0187,4.566,0.0
-27.16,-28.88,0.03317,5.28,0.0
-27.14,-26.61,0.04102,4.766,0.0
-27.12,-26.19,0.0261,4.688,0.0
-27.12,-26.47,0.04056,4.734,0.0
-27.11,-26.4,0.03873,4.72,0.0
-27.1,-26.78,0.03903,4.797,0.0
-27.1,-26.34,0.03845,4.707,0.0
-27.08,-26.11,0.03986,4.656,0.0
-27.06,-26.9,0.03635,4.832,0.0
-27.06,-26.73,0.03934,4.785,0.0
-27.05,-26.23,0.03946,4.684,0.0
-27.05,-26.0,0.03607,4.637,0.0
-27.03,-25.42,0.0242,4.527,0.0
-27.02,-25.98,0.03857,4.633,0.0
-27.02,-26.06,0.03888,4.65,0.0
-27.0,-25.78,0.03253,4.594,0.0
-26.98,-25.48,0.03214,4.535,0.0
-26.98,-25.02,0.03238,4.44,0.0
-26.97,-25.03,0.0278,4.445,0.0
-26.95,-25.38,0.0383,4.516,0.0
-26.95,-25.88,0.0392,4.61,0.0
-26.94,-25.69,0.035,4.574,0.0
-26.94,-25.92,0.02974,4.62,0.0
-26.92,-24.14,0.01917,4.277,0.0
-26.9,-27.88,0.03778,5.047,0.0
-26.9,-24.88,0.0285,4.414,0.0
-26.89,-25.28,0.03925,4.492,0.0
-26.88,-26.1,0.02708,4.668,0.0
-26.88,-26.7,0.03946,4.78,0.0
-26.86,-24.92,0.03796,4.42,0.0
-26.84,-26.47,0.0394,4.73,0.0
-26.84,-25.77,0.0396,4.582,0.0
-26.83,-25.8,0.0382,4.598,0.0
-26.81,-25.98,0.03894,4.633,0.0
-26.81,-24.3,0.03568,4.305,0.0
-26.8,-25.5,0.03473,4.547,0.0
-26.8,-24.25,0.04483,4.297,0.0
-26.78,-26.53,0.04276,4.734,0.0
-26.77,-24.62,0.04117,4.363,0.0
-26.77,-25.42,0.04233,4.51,0.0
-26.75,-25.05,0.04175,4.44,0.0
-26.73,-25.4,0.0415,4.51,0.0
-26.73,-23.97,0.04276,4.25,0.0
-26.72,-24.66,0.03687,4.367,0.0
-26.7,-24.28,0.04306,4.3,0.0
-26.7,-24.83,0.04156,4.4,0.0
-26.69,-24.02,0.03314,4.25,0.0
-26.69,-23.62,0.00756,4.18,0.0
-26.67,-26.69,0.0434,4.766,0.0
-26.66,-21.72,0.001542,3.824,0.0
-26.66,-24.38,0.04202,4.312,0.0
-26.64,-24.62,0.03247,4.363,0.0
-26.62,-24.12,0.03397,4.266,0.0
-26.62,-24.39,0.0404,4.312,0.0
-26.61,-23.84,0.02649,4.21,0.0
-26.6,-23.14,0.03726,4.094,0.0
-26.6,-25.25,0.03943,4.48,0.0
-26.58,-23.95,0.04294,4.24,0.0
-26.56,-22.56,0.05054,4.008,0.0
-26.56,-24.08,0.04346,4.258,0.0
-26.55,-25.4,0.03104,4.52,0.0
-26.55,-23.62,0.04465,4.188,0.0
-26.53,-23.73,0.03625,4.195,0.0
-26.52,-23.28,0.04248,4.12,0.0
-26.52,-24.06,0.04123,4.254,0.0
-26.5,-19.98,0.04712,3.572,0.0
-26.48,-24.39,0.04224,4.316,0.0
-26.48,-22.73,0.04224,4.027,0.0
-26.47,-28.19,0.0419,5.105,0.0
-26.45,-20.94,0.04697,3.734,0.0
-26.45,-22.4,0.04462,3.969,0.0
-26.44,-24.12,0.04373,4.266,0.0
-26.44,-23.45,0.0411,4.145,0.0
-26.42,-25.03,0.04428,4.434,0.0
