alpha,c_l,c_d,c_m,converged
44.03,0.7773,1.657,-0.2069,0.0
44.03,0.7554,0.4421,-0.1752,1.0
44.06,17.31,0.3953,-5.52,0.0
44.06,0.7554,0.4421,-0.1753,1.0
44.06,0.7554,0.4424,-0.1753,1.0
44.1,0.7554,0.4424,-0.1753,1.0
44.1,0.7554,0.4424,-0.1754,1.0
44.1,0.7554,0.4424,-0.1754,1.0
44.12,0.755,0.4426,-0.1754,1.0
44.12,0.755,0.4426,-0.1755,1.0
44.12,17.48,4.0e-7,-5.92,0.0
44.12,19.95,6.6e-7,-6.574,0.0
44.16,0.755,0.4429,-0.1757,1.0
44.16,4.656,0.0,-1.55,0.0
44.16,0.755,0.4429,-0.1757,1.0
44.2,0.7544,0.443,-0.1758,1.0
44.2,0.7544,0.443,-0.1758,1.0
44.2,0.7544,0.443,-0.1758,1.0
44.22,18.45,0.3364,-5.824,0.0
44.22,0.7544,0.4434,-0.1759,1.0
44.22,23.0,0.2411,-6.48,0.0
44.25,21.05,0.1085,-5.56,0.0
44.25,24.42,0.02812,-6.99,0.0
44.25,0.754,0.4436,-0.176,1.0
44.28,27.31,0.1812,-8.055,0.0
44.28,0.754,0.4436,-0.1761,1.0
44.28,0.754,0.4436,-0.1761,1.0
44.3,0.754,0.4438,-0.1761,1.0
44.3,5.137,0.358,-1.672,0.0
44.3,0.7534,0.4438,-0.1763,1.0
44.34,0.7534,0.444,-0.1763,1.0
44.34,2.844,Inf,-0.941,0.0
44.34,0.7534,0.444,-0.1764,1.0
44.38,0.7534,0.444,-0.1764,1.0
44.38,0.7534,0.4443,-0.1765,1.0
44.38,21.52,0.01318,-5.707,0.0
44.38,0.753,0.4443,-0.1765,1.0
44.4,3.348,1.129e3,-1.121,0.0
44.4,0.753,0.4446,-0.1766,1.0
44.4,0.753,0.4446,-0.1766,1.0
44.44,0.753,0.4446,-0.1768,1.0
44.44,18.11,0.1467,-5.18,0.0
44.44,0.753,0.4448,-0.1768,1.0
44.47,0.7524,0.4448,-0.1769,1.0
44.47,22.62,0.06726,-6.0,0.0
44.47,22.02,0.1222,-5.926,0.0
44.5,0.7524,0.445,-0.177,1.0
44.5,0.7524,0.445,-0.177,1.0
44.5,0.9585,0.2461,-0.265,0.0
44.53,0.7524,0.4453,-0.177,1.0
44.53,0.752,0.4453,-0.1771,1.0
44.53,0.752,0.4453,-0.1771,1.0
44.56,0.752,0.4453,-0.1771,1.0
44.56,0.752,0.4456,-0.1772,1.0
44.56,30.88,0.1041,-9.07,0.0
44.6,25.78,0.10144,-6.36,0.0
44.6,27.0,0.09595,-7.93,0.0
44.6,0.7515,0.4458,-0.1774,1.0
44.62,2.33,0.0,-0.7627,0.0
44.62,6.2,Inf,-2.027,0.0
44.62,0.7515,0.446,-0.1775,1.0
44.62,0.7515,0.446,-0.1775,1.0
44.66,21.78,0.1035,-6.03,0.0
44.66,16.03,0.09247,-4.066,0.0
44.66,0.751,0.4463,-0.1776,1.0
44.7,18.14,0.02116,-5.945,0.0
44.7,0.751,0.4463,-0.1777,1.0
44.7,0.751,0.4463,-0.1777,1.0
44.72,0.751,0.4465,-0.1779,1.0
44.72,0.751,0.4465,-0.1779,1.0
44.72,0.751,0.4465,-0.1779,1.0
44.75,0.7505,0.4468,-0.178,1.0
44.75,0.7505,0.4468,-0.178,1.0
44.75,0.7505,0.4468,-0.178,1.0
44.78,0.7505,0.4468,-0.1781,1.0
44.78,0.7505,0.447,-0.1781,1.0
44.78,0.7505,0.447,-0.1781,1.0
44.8,0.75,0.447,-0.1781,1.0
44.8,0.75,0.447,-0.1782,1.0
44.8,0.75,0.4473,-0.1782,1.0
44.84,0.75,0.4473,-0.1782,1.0
44.84,0.75,0.4473,-0.1783,1.0
44.84,23.53,0.05542,-6.496,0.0
44.88,0.75,0.4475,-0.1783,1.0
44.88,0.7495,0.4475,-0.1785,1.0
44.88,22.17,0.03897,-5.684,0.0
44.88,0.7495,0.4478,-0.1785,1.0
44.9,0.7495,0.4478,-0.1786,1.0
44.9,0.7495,0.4478,-0.1786,1.0
44.9,0.7495,0.4478,-0.1786,1.0
44.94,0.7495,0.448,-0.1787,1.0
44.94,3.924,Inf,-1.346,0.0
44.94,0.749,0.448,-0.1787,1.0
44.97,20.14,0.03198,-5.242,0.0
44.97,0.749,0.4482,-0.1788,1.0
44.97,0.749,0.4482,-0.1788,1.0
45.0,0.749,0.4482,-0.179,1.0
45.0,0.749,0.4482,-0.179,1.0
45.0,0.7485,0.4485,-0.179,1.0
45.03,0.7485,0.4485,-0.1791,1.0
45.03,0.7485,0.4485,-0.1791,1.0
45.03,0.7485,0.4485,-0.1791,1.0
45.06,0.7485,0.4487,-0.1792,1.0
45.06,23.7,0.01444,-6.285,0.0
45.06,0.748,0.4487,-0.1792,1.0
45.1,0.748,0.449,-0.1792,1.0
45.1,19.83,0.129,-5.355,0.0
45.1,0.748,0.449,-0.1793,1.0
45.12,0.748,0.449,-0.1793,1.0
45.12,0.748,0.4492,-0.1794,1.0
45.12,0.748,0.4492,-0.1794,1.0
45.12,0.726,1.153,-0.1885,0.0
45.16,15.53,0.2832,-4.94,0.0
45.16,0.7476,0.4495,-0.1796,1.0
45.16,0.7476,0.4495,-0.1796,1.0
45.2,0.7476,0.4495,-0.1797,1.0
45.2,0.7476,0.4495,-0.1797,1.0
45.2,0.747,0.4497,-0.1797,1.0
45.22,25.94,1.67e-6,-8.14,0.0
45.22,0.7,0.1853,-0.1731,0.0
45.22,29.14,0.0835,-9.42,0.0
45.25,18.86,0.0,-6.46,0.0
45.25,21.38,0.003319,-6.156,0.0
45.25,10.12,0.2019,-3.434,0.0
45.28,0.7466,0.4502,-0.18,1.0
45.28,0.7466,0.4502,-0.18,1.0
45.28,21.84,0.2357,-6.332,0.0
45.3,0.7466,0.4502,-0.1802,1.0
45.3,0.7466,0.4504,-0.1802,1.0
45.3,28.11,0.10266,-8.32,0.0
45.34,18.14,0.002502,-6.33,0.0
45.34,23.39,0.2346,-6.86,0.0
45.34,0.746,0.4507,-0.1803,1.0
45.38,0.746,0.4507,-0.1803,1.0
45.38,25.9,0.1669,-7.65,0.0
45.38,29.0,0.1782,-8.54,0.0
45.38,0.746,0.451,-0.1804,1.0
45.4,1.961,Inf,-0.6426,0.0
45.4,0.932,0.265,-0.2634,0.0
45.4,5.3,Inf,-1.816,0.0
45.44,13.336,0.00462,-4.562,0.0
45.44,0.7456,0.4512,-0.1807,1.0
45.44,0.6855,Inf,-0.1779,0.0
45.47,0.7456,0.4512,-0.1808,1.0
45.47,25.9,0.0764,-8.04,0.0
45.47,0.745,0.4514,-0.1808,1.0
45.5,0.745,0.4514,-0.1809,1.0
45.5,0.745,0.4517,-0.1809,1.0
45.5,1.566,0.2428,-0.4966,0.0
45.53,0.745,0.4517,-0.181,1.0
45.53,21.3,0.0885,-6.13,0.0
45.53,0.7446,0.452,-0.181,1.0
45.56,15.57,0.0,-5.44,0.0
45.56,0.7446,0.452,-0.1812,1.0
45.56,26.83,3.856e-5,-9.305,0.0
45.6,0.7446,0.4521,-0.1812,1.0
45.6,0.744,0.4521,-0.1813,1.0
45.6,0.744,0.4521,-0.1813,1.0
45.62,25.2,0.015564,-7.395,0.0
45.62,0.744,0.4524,-0.1814,1.0
45.62,0.744,0.4524,-0.1814,1.0
45.62,0.744,0.4524,-0.1814,1.0
45.66,28.4,1.43e-6,-9.8,0.0
45.66,0.7437,0.4526,-0.1815,1.0
45.66,5.137,0.00794,-1.706,0.0
45.7,0.7437,0.4526,-0.1816,1.0
45.7,0.7437,0.4526,-0.1816,1.0
45.7,30.73,2.193e-5,-10.21,0.0
45.72,0.7437,0.453,-0.1818,1.0
45.72,0.743,0.453,-0.1818,1.0
45.72,0.743,0.453,-0.1818,1.0
45.75,0.743,0.4531,-0.1819,1.0
45.75,0.743,0.4531,-0.1819,1.0
45.75,0.743,0.4531,-0.1819,1.0
45.78,0.743,0.4531,-0.182,1.0
45.78,0.7427,0.4534,-0.182,1.0
45.78,21.86,0.05298,-5.78,0.0
45.8,32.53,0.0,-11.44,0.0
45.8,0.7427,0.4534,-0.1821,1.0
45.8,3.615,0.0,-1.259,0.0
45.84,25.9,0.01785,-7.535,0.0
45.84,0.7427,0.4536,-0.1823,1.0
45.84,0.742,0.4539,-0.1823,1.0
45.88,0.742,0.4539,-0.1823,1.0
45.88,1.972,1.1,-0.645,0.0
45.88,0.742,0.4539,-0.1824,1.0
45.88,9.78,0.0,-3.385,0.0
45.9,3.65,0.04874,-1.135,0.0
45.9,0.7417,0.454,-0.1825,1.0
45.9,0.7417,0.454,-0.1825,1.0
45.94,10.94,0.0,-3.844,0.0
45.94,0.7417,0.4543,-0.1826,1.0
45.94,0.7417,0.4543,-0.1826,1.0
45.97,0.7417,0.4543,-0.1827,1.0
45.97,0.741,0.4546,-0.1827,1.0
45.97,0.741,0.4546,-0.1827,1.0
46.0,0.741,0.4546,-0.1829,1.0
46.0,20.86,0.2998,-6.113,0.0
46.0,0.741,0.4548,-0.1829,1.0
46.03,22.4,0.1975,-6.613,0.0
46.03,0.7407,0.4548,-0.183,1.0
46.03,0.7407,0.4548,-0.183,1.0
46.06,17.8,0.0646,-4.848,0.0
46.06,8.07,0.0,-2.828,0.0
46.06,0.7407,0.455,-0.1831,1.0
46.1,0.7407,0.455,-0.1831,1.0
46.1,0.74,0.4553,-0.1832,1.0
46.1,0.74,0.4553,-0.1832,1.0
46.12,0.74,0.4553,-0.1832,1.0
46.12,27.42,0.0021,-9.305,0.0
46.12,0.74,0.4556,-0.1833,1.0
46.12,0.74,0.4556,-0.1833,1.0
46.16,23.72,0.011925,-6.934,0.0
46.16,0.7397,0.4556,-0.1835,1.0
46.16,0.7397,0.4558,-0.1835,1.0
46.2,0.7397,0.4558,-0.1836,1.0
46.2,0.7397,0.4558,-0.1836,1.0
46.2,0.7397,0.4558,-0.1836,1.0
46.22,24.75,0.04358,-6.55,0.0
46.22,4.17,0.0,-1.462,0.0
46.22,21.6,0.3264,-6.69,0.0
46.25,0.7393,0.456,-0.1837,1.0
46.25,18.7,0.1221,-5.074,0.0
46.25,28.6,0.1332,-8.734,0.0
46.28,28.12,0.263,-8.445,0.0
46.28,26.27,0.1903,-7.867,0.0
46.28,0.9854,0.2874,-0.2874,0.0
46.3,24.2,0.10394,-7.215,0.0
46.3,0.739,0.4565,-0.1841,1.0
46.3,0.739,0.4565,-0.1841,1.0
46.34,0.739,0.4568,-0.1841,1.0
46.34,28.2,6.0e-8,-10.055,0.0
46.34,0.7383,0.4568,-0.1842,1.0
46.38,0.7383,0.4568,-0.1842,1.0
46.38,0.7383,0.457,-0.1843,1.0
46.38,15.53,0.00485,-5.54,0.0
46.38,0.7383,0.457,-0.1843,1.0
46.4,0.738,0.457,-0.1843,1.0
46.4,0.738,0.4573,-0.1844,1.0
46.4,21.25,0.07526,-5.645,0.0
46.44,7.88,373.8,-2.887,0.0
46.44,21.03,0.0,-7.426,0.0
46.44,2.363,155.5,-0.7417,0.0
46.47,4.34,0.0,-1.529,0.0
46.47,0.7373,0.4575,-0.1847,1.0
46.47,0.7373,0.4575,-0.1847,1.0
46.5,0.7373,0.4578,-0.1847,1.0
46.5,0.7373,0.4578,-0.1848,1.0
46.5,0.7373,0.4578,-0.1848,1.0
46.53,0.737,0.4578,-0.1848,1.0
46.53,0.737,0.458,-0.1849,1.0
46.53,3.014,0.201,-1.057,0.0
46.56,0.737,0.458,-0.1849,1.0
46.56,28.62,1.0e-7,-10.11,0.0
46.56,0.737,0.4583,-0.185,1.0
46.6,36.38,0.1403,-12.27,0.0
46.6,9.02,0.0,-3.32,0.0
46.6,0.7363,0.4583,-0.1852,1.0
46.62,7.945,633.5,-2.771,0.0
46.62,5.523,0.0,-1.938,0.0
46.62,26.9,6.175e-5,-9.41,0.0
46.62,20.02,0.1045,-5.316,0.0
46.66,25.02,8.3e-7,-8.47,0.0
46.66,20.02,0.1293,-6.12,0.0
46.66,0.736,0.4587,-0.1854,1.0
46.7,0.736,0.4587,-0.1854,1.0
46.7,19.05,6.0e-8,-6.81,0.0
46.7,14.44,0.00741,-5.094,0.0
46.72,0.7354,0.459,-0.1855,1.0
46.72,0.7354,0.459,-0.1855,1.0
46.72,14.484,0.0,-5.047,0.0
46.75,0.7354,0.4592,-0.1857,1.0
46.75,0.735,0.4592,-0.1857,1.0
46.75,0.735,0.4592,-0.1858,1.0
46.78,18.88,0.02136,-6.48,0.0
46.78,25.39,0.2573,-8.4,0.0
46.78,17.9,0.015564,-6.35,0.0
46.8,0.735,0.4595,-0.1859,1.0
46.8,0.7344,0.4595,-0.1859,1.0
46.8,0.7344,0.4597,-0.1859,1.0
46.84,4.746,0.0,-1.697,0.0
46.84,0.7344,0.4597,-0.186,1.0
46.84,20.16,0.11633,-6.465,0.0
46.88,2.47,0.0,-0.8535,0.0
46.88,1.8545,0.0,-0.6147,0.0
46.88,22.77,0.2397,-7.082,0.0
46.88,0.734,0.46,-0.1863,1.0
46.9,0.734,0.46,-0.1863,1.0
46.9,0.734,0.4602,-0.1863,1.0
46.9,0.7334,0.4602,-0.1864,1.0
46.94,25.75,0.0,-9.25,0.0
46.94,0.966,0.2947,-0.2883,0.0
46.94,0.7334,0.4604,-0.1864,1.0
46.97,0.7334,0.4604,-0.1865,1.0
46.97,0.7334,0.4604,-0.1865,1.0
46.97,0.733,0.4604,-0.1865,1.0
47.0,28.03,0.156,-8.516,0.0
47.0,0.733,0.4607,-0.1866,1.0
47.0,0.733,0.4607,-0.1866,1.0
47.03,0.8916,0.2566,-0.262,0.0
47.03,21.03,0.1186,-5.832,0.0
47.03,0.7324,0.461,-0.1868,1.0
47.06,0.7324,0.461,-0.1868,1.0
47.06,0.7324,0.461,-0.1869,1.0
47.06,24.16,0.06384,-6.62,0.0
47.1,0.7324,0.4612,-0.1869,1.0
47.1,0.732,0.4612,-0.187,1.0
47.1,0.732,0.4612,-0.187,1.0
47.12,17.92,2.4e-7,-6.26,0.0
47.12,6.855,0.000994,-2.521,0.0
47.12,21.61,0.02727,-7.51,0.0
47.12,0.732,0.4614,-0.1871,1.0
47.16,11.92,0.0655,-4.203,0.0
47.16,0.7314,0.4614,-0.1873,1.0
47.16,0.7314,0.4617,-0.1873,1.0
47.2,30.06,0.1332,-9.16,0.0
47.2,0.7314,0.4617,-0.1874,1.0
47.2,0.7314,0.4617,-0.1874,1.0
47.22,0.731,0.462,-0.1874,1.0
47.22,6.6,0.0,-2.39,0.0
47.22,0.731,0.462,-0.1875,1.0
47.25,0.731,0.462,-0.1875,1.0
47.25,0.731,0.462,-0.1875,1.0
47.25,1.245,0.3296,-0.3882,0.0
47.28,0.7305,0.4622,-0.1876,1.0
47.28,13.14,0.002678,-4.695,0.0
47.28,34.8,0.1658,-11.09,0.0
47.3,0.7305,0.4624,-0.1877,1.0
47.3,1.082,0.3552,-0.3298,0.0
47.3,32.62,0.00301,-11.01,0.0
47.34,0.73,0.4624,-0.1879,1.0
47.34,23.47,0.0897,-6.785,0.0
47.34,11.64,0.0,-4.125,0.0
47.38,0.73,0.4626,-0.1879,1.0
47.38,30.22,0.0002335,-10.77,0.0
47.38,35.06,0.1392,-12.29,0.0
47.38,0.7295,0.463,-0.188,1.0
47.4,4.21,0.003717,-1.425,0.0
47.4,20.67,0.010956,-7.508,0.0
47.4,28.39,0.04587,-9.805,0.0
47.44,13.3,0.0006084,-4.664,0.0
47.44,20.72,0.1081,-7.523,0.0
47.44,0.729,0.4631,-0.1882,1.0
47.47,0.729,0.4631,-0.1882,1.0
47.47,21.6,0.1043,-5.688,0.0
47.47,0.7285,0.4631,-0.1884,1.0
47.5,0.7285,0.4634,-0.1884,1.0
47.5,24.92,0.0828,-6.918,0.0
47.5,39.2,0.0462,-14.11,0.0
47.53,0.7285,0.4634,-0.1885,1.0
47.53,30.2,0.1659,-9.266,0.0
47.53,26.52,0.303,-9.28,0.0
47.56,22.27,0.005703,-7.863,0.0
47.56,0.728,0.4636,-0.1886,1.0
47.56,34.75,0.08685,-11.945,0.0
47.6,0.7275,0.4639,-0.1886,1.0
47.6,24.38,0.28,-7.547,0.0
47.6,0.7275,0.4639,-0.1887,1.0
47.62,0.7275,0.4639,-0.1887,1.0
47.62,30.8,0.1443,-9.64,0.0
47.62,14.12,7.8e-5,-5.04,0.0
47.62,35.28,0.01805,-12.5,0.0
47.66,0.727,0.464,-0.1888,1.0
47.66,7.83,0.0,-2.898,0.0
47.66,24.92,0.002466,-7.652,0.0
47.7,0.727,0.4644,-0.189,1.0
47.7,22.88,0.1459,-7.402,0.0
47.7,17.4,0.003302,-6.082,0.0
47.72,0.7266,0.4644,-0.1891,1.0
47.72,22.11,0.002102,-6.305,0.0
47.72,0.7266,0.4646,-0.1891,1.0
47.75,0.726,0.4646,-0.1891,1.0
47.75,0.726,0.4646,-0.1892,1.0
47.75,0.726,0.4646,-0.1892,1.0
47.78,0.9634,0.242,-0.2776,0.0
47.78,0.726,0.4648,-0.1892,1.0
47.78,0.7256,0.4648,-0.1893,1.0
47.8,0.7256,0.4648,-0.1893,1.0
47.8,0.7256,0.4648,-0.1893,1.0
47.8,0.7256,0.465,-0.1893,1.0
47.84,31.11,0.0,-11.17,0.0
47.84,18.05,0.0092,-6.402,0.0
47.84,21.66,0.0449,-5.824,0.0
47.88,0.725,0.465,-0.1895,1.0
47.88,0.725,0.4653,-0.1896,1.0
47.88,0.725,0.4653,-0.1896,1.0
47.88,17.22,0.003756,-6.164,0.0
47.9,14.53,0.0008926,-5.113,0.0
47.9,0.7246,0.4656,-0.1896,1.0
47.9,33.66,0.009056,-11.89,0.0
47.94,0.7246,0.4656,-0.1897,1.0
47.94,0.7246,0.4656,-0.1897,1.0
47.94,5.68,0.0,-2.105,0.0
47.97,4.535,0.0,-1.691,0.0
47.97,5.727,0.0,-2.139,0.0
47.97,0.724,0.4658,-0.1898,1.0
48.0,21.8,5.4e-7,-8.195,0.0
48.0,0.7236,0.466,-0.1898,1.0
48.0,0.7236,0.466,-0.1898,1.0
48.03,0.7236,0.466,-0.19,1.0
48.03,29.83,0.04486,-10.54,0.0
48.03,1.094,1.291,-0.3342,0.0
48.06,26.39,0.001551,-8.484,0.0
48.06,0.723,0.4663,-0.19,1.0
48.06,0.723,0.4663,-0.1901,1.0
48.1,15.75,0.001297,-5.957,0.0
48.1,0.723,0.4666,-0.1901,1.0
48.1,0.7227,0.4666,-0.1901,1.0
48.12,0.7227,0.4666,-0.1901,1.0
48.12,0.7227,0.4666,-0.1901,1.0
48.12,0.7227,0.4668,-0.1902,1.0
48.12,0.7227,0.4668,-0.1902,1.0
48.16,32.66,0.01358,-13.1,0.0
48.16,29.94,6.0e-8,-11.05,0.0
48.16,0.722,0.467,-0.1902,1.0
48.2,30.9,9.36e-6,-10.71,0.0
48.2,0.722,0.467,-0.1903,1.0
48.2,28.77,0.0,-10.44,0.0
48.22,29.53,0.0,-11.164,0.0
48.22,25.11,0.1246,-7.76,0.0
48.22,15.09,0.00155,-5.414,0.0
48.25,30.16,0.034,-10.54,0.0
48.25,17.78,0.004196,-6.535,0.0
48.25,3.637,0.0,-1.341,0.0
48.28,38.56,0.001071,-14.71,0.0
48.28,0.721,0.4678,-0.1904,1.0
48.28,24.73,0.04065,-7.594,0.0
48.3,0.721,0.468,-0.1904,1.0
48.3,16.95,0.006443,-5.992,0.0
48.3,0.7207,0.4683,-0.1904,1.0
48.34,0.7207,0.4683,-0.1904,1.0
48.34,0.7207,0.4685,-0.1904,1.0
48.34,0.7207,0.4685,-0.1906,1.0
48.38,20.58,3.6e-7,-7.656,0.0
48.38,0.7207,0.4688,-0.1906,1.0
48.38,3.14,Inf,-1.152,0.0
48.38,29.94,9.7e-6,-10.39,0.0
48.4,10.57,0.01607,-3.861,0.0
48.4,0.72,0.4695,-0.1906,1.0
48.4,20.2,0.0193,-6.293,0.0
48.44,0.72,0.4697,-0.1906,1.0
48.44,0.72,0.47,-0.1906,1.0
48.44,0.72,0.4702,-0.1906,1.0
48.47,0.72,0.4702,-0.1906,1.0
48.47,25.14,0.005604,-7.477,0.0
48.47,33.6,0.003649,-13.48,0.0
48.5,0.72,0.471,-0.1907,1.0
48.5,0.72,0.4712,-0.1907,1.0
48.5,32.38,0.0923,-10.414,0.0
48.53,0.72,0.4717,-0.1907,1.0
48.53,0.72,0.4722,-0.1907,1.0
48.53,21.83,27.83,-8.31,0.0
48.56,0.72,0.4727,-0.1907,1.0
48.56,0.72,0.4731,-0.1907,1.0
48.56,0.72,0.4736,-0.1907,1.0
48.6,0.72,0.4739,-0.1907,1.0
48.6,32.44,0.0,-11.93,0.0
48.6,0.7207,0.4749,-0.1907,1.0
48.62,0.7207,0.4753,-0.1907,1.0
48.62,34.66,0.01086,-14.1,0.0
48.62,0.721,0.4766,-0.1908,1.0
48.62,0.721,0.4773,-0.1908,1.0
48.66,0.721,0.478,-0.1908,1.0
48.66,11.25,0.001439,-4.11,0.0
48.66,30.89,0.0,-11.18,0.0
48.7,0.722,0.4807,-0.1908,1.0
48.7,1.313,0.0,-0.4468,0.0
48.7,0.724,0.4878,-0.1918,0.0
48.72,33.12,0.006504,-11.195,0.0
48.72,0.7236,0.4875,-0.1919,0.0
48.72,34.66,0.0,-12.75,0.0
48.75,17.89,0.001052,-6.54,0.0
48.75,34.66,0.0,-12.76,0.0
48.75,0.723,0.4875,-0.192,0.0
48.78,17.7,0.0015955,-6.34,0.0
48.78,0.723,0.4873,-0.1921,0.0
48.78,0.7227,0.4873,-0.1921,0.0
48.8,0.7227,0.4873,-0.1921,0.0
48.8,23.9,2.01e-5,-7.49,0.0
48.8,0.722,0.487,-0.1923,0.0
48.84,0.722,0.4868,-0.1923,0.0
48.84,0.722,0.4868,-0.1924,0.0
48.84,30.53,0.0,-11.17,0.0
48.88,0.7217,0.4866,-0.1924,0.0
48.88,0.721,0.4863,-0.1924,0.0
48.88,33.28,0.0149,-13.64,0.0
48.88,32.66,0.0,-12.125,0.0
48.9,32.84,0.001006,-12.266,0.0
48.9,31.03,0.0,-11.26,0.0
48.9,25.28,0.04697,-7.613,0.0
48.94,0.72,0.4856,-0.1925,0.0
48.94,24.14,0.005074,-6.906,0.0
48.94,34.0,6.0e-8,-12.26,0.0
48.97,19.19,0.000742,-7.0,0.0
48.97,11.195,0.0,-4.22,0.0
48.97,32.75,0.0,-12.19,0.0
49.0,0.719,0.4846,-0.1927,0.0
49.0,28.52,0.000959,-9.266,0.0
49.0,12.38,5.1e-6,-4.52,0.0
49.03,0.7183,0.4841,-0.1929,0.0
49.03,0.7183,0.484,-0.1929,0.0
49.03,33.56,4.2e-6,-11.97,0.0
49.06,20.23,0.000647,-7.414,0.0
49.06,0.7173,0.4834,-0.193,0.0
49.06,0.7173,0.4832,-0.193,0.0
49.1,34.1,0.0246,-12.4,0.0
49.1,0.717,0.483,-0.193,0.0
49.1,6.043,0.0,-2.291,0.0
49.12,0.7163,0.4824,-0.1931,0.0
49.12,0.7163,0.4822,-0.1931,0.0
49.12,0.716,0.482,-0.1931,0.0
49.12,0.716,0.482,-0.1931,0.0
49.16,0.7153,0.4817,-0.1932,0.0
49.16,29.61,6.0e-7,-10.73,0.0
49.16,30.02,0.0,-10.99,0.0
49.2,29.97,0.0,-10.96,0.0
49.2,21.47,0.0001626,-7.875,0.0
49.2,0.7144,0.4805,-0.1932,0.0
49.22,0.714,0.4802,-0.1934,0.0
49.22,37.25,0.004036,-15.055,0.0
49.22,0.7134,0.4797,-0.1934,0.0
49.25,32.8,0.001321,-12.41,0.0
49.25,0.713,0.4792,-0.1934,0.0
49.25,15.66,0.001089,-5.734,0.0
49.28,0.7124,0.4788,-0.1935,0.0
49.28,3.555,0.0,-1.319,0.0
49.28,0.712,0.4783,-0.1935,0.0
49.3,34.34,0.0,-12.57,0.0
49.3,21.64,0.003262,-7.195,0.0
49.3,29.89,2.4e-7,-11.16,0.0
49.34,8.445,0.0,-3.113,0.0
49.34,30.02,0.0774,-9.58,0.0
49.34,13.47,0.00575,-4.926,0.0
49.38,0.7104,0.478,-0.1938,1.0
49.38,7.832,0.0006566,-3.03,0.0
49.38,0.7104,0.4778,-0.194,1.0
49.38,0.8213,3.053,-0.2494,0.0
49.4,15.74,0.0,-6.08,0.0
49.4,27.81,0.00203,-8.2,0.0
49.4,0.7095,0.4778,-0.1942,1.0
49.44,0.7095,0.4778,-0.1942,1.0
49.44,0.7095,0.4778,-0.1943,1.0
49.44,32.28,0.173,-10.05,0.0
49.47,3.082,405.5,-1.167,0.0
49.47,0.709,0.4778,-0.1945,1.0
49.47,4.453,0.0,-1.705,0.0
49.5,0.709,0.4778,-0.1946,1.0
49.5,0.7085,0.4778,-0.1947,1.0
49.5,0.7085,0.4778,-0.1947,1.0
49.53,20.72,0.0931,-6.09,0.0
49.53,0.7085,0.4778,-0.1948,1.0
49.53,28.12,0.05457,-8.21,0.0
49.56,0.708,0.4778,-0.195,1.0
49.56,26.42,0.003244,-7.734,0.0
49.56,5.01,46.25,-1.905,0.0
49.6,0.7075,0.4775,-0.1951,0.0
49.6,1.456,0.54,-0.4944,0.0
49.6,0.7075,0.478,-0.1952,1.0
49.62,34.38,0.1696,-11.05,0.0
49.62,0.707,0.478,-0.1953,1.0
49.62,1.25,0.345,-0.4111,0.0
49.62,0.707,0.478,-0.1954,1.0
49.66,0.707,0.4783,-0.1954,1.0
49.66,29.78,0.00955,-9.74,0.0
49.66,26.61,0.07025,-8.09,0.0
49.7,3.758,0.0,-1.441,0.0
49.7,4.426,0.0,-1.696,0.0
49.7,25.84,0.10394,-8.11,0.0
49.72,0.706,0.4785,-0.1958,1.0
49.72,1.839,Inf,-0.6714,0.0
49.72,0.706,0.4785,-0.1959,1.0
49.75,0.706,0.4785,-0.1959,1.0
49.75,0.706,0.4785,-0.196,1.0
49.75,0.957,0.3276,-0.2947,0.0
49.78,0.7056,0.4788,-0.1962,1.0
49.78,1.015,1.307,-0.3318,0.0
49.78,23.11,0.09686,-6.957,0.0
49.8,0.7056,0.479,-0.1963,1.0
49.8,4.336,0.6553,-1.639,0.0
49.8,4.01,0.07666,-1.542,0.0
49.84,0.705,0.479,-0.1964,1.0
49.84,0.705,0.479,-0.1965,1.0
49.84,0.705,0.4792,-0.1965,1.0
49.88,0.7046,0.4792,-0.1967,1.0
49.88,0.7046,0.4792,-0.1967,1.0
49.88,22.23,0.1418,-6.83,0.0
49.88,0.7046,0.4795,-0.1968,1.0
49.9,0.7046,0.4795,-0.1968,1.0
49.9,0.704,0.4795,-0.1969,1.0
49.9,4.863,0.0,-1.875,0.0
49.94,0.704,0.4797,-0.197,1.0
49.94,24.81,0.0686,-7.035,0.0
49.94,0.704,0.4797,-0.1971,1.0
49.97,0.7036,0.48,-0.1971,1.0
49.97,21.05,0.007904,-4.953,0.0
49.97,32.3,0.00423,-10.734,0.0
50.0,0.7036,0.48,-0.1973,1.0
50.0,0.7036,0.4802,-0.1974,1.0
50.0,4.855,Inf,-1.853,0.0
50.03,28.67,0.00049,-9.5,0.0
50.03,22.8,0.03867,-6.598,0.0
50.03,27.03,0.092,-8.87,0.0
50.06,28.16,0.108,-8.46,0.0
50.06,5.055,Inf,-1.96,0.0
50.06,0.7026,0.4807,-0.1978,1.0
50.1,0.7026,0.4807,-0.1978,1.0
50.1,0.7026,0.4807,-0.1979,1.0
50.1,1.193,0.268,-0.4006,0.0
50.12,0.881,1.554,-0.2805,0.0
50.12,0.7026,0.481,-0.198,1.0
50.12,0.702,0.4812,-0.1981,1.0
50.12,0.702,0.4812,-0.1981,1.0
50.16,31.9,0.0358,-10.23,0.0
50.16,4.387,0.0,-1.705,0.0
50.16,0.702,0.4814,-0.1982,1.0
50.2,0.702,0.4814,-0.1984,1.0
50.2,23.19,0.0691,-6.414,0.0
